,GSM2054036,GSM2054037,GSM2054038,GSM2054039,GSM2054040,GSM2054041,GSM2054042,GSM2054043
IGKV4-63,0,0,0,0,0,0,0,0
IGKV4-65,0,0,0,0,0,0,0,0
IGKV4-68,0,0,0,0,0,0,0,0
IGKV4-69,0,0,0,0,0,0,0,1
IGKV4-70,0,0,0,0,0,2,0,0
IGKV4-71,0,0,1,0,0,0,0,0
IGKV4-72,0,0,0,0,0,2,0,0
IGKV4-73,0,0,0,0,0,0,0,0
IGKV4-74,0,0,0,0,0,0,0,0
IGKV4-75,0,0,0,0,0,0,0,0
IGKV4-77,0,0,0,0,0,0,0,0
IGKV4-78,0,0,0,0,0,0,0,0
IGKV4-79,0,0,0,0,0,2,0,0
IGKV4-80,0,0,0,0,0,0,0,0
IGKV4-81,0,0,0,0,0,0,0,1
IGKV4-83,0,0,0,0,0,0,0,0
IGKV4-86,0,0,0,0,0,0,0,0
IGKV4-90,0,0,0,0,0,0,0,0
IGKV4-91,0,0,0,0,0,0,0,0
IGKV4-92,0,0,0,0,0,0,0,0
IGKV5-37,0,0,0,0,0,0,0,0
IGKV5-39,0,0,1,0,0,0,0,0
IGKV5-40-1,0,0,0,0,0,0,0,0
IGKV5-43,0,0,0,0,0,0,0,0
IGKV5-45,0,0,0,0,0,0,0,0
IGKV5-48,0,0,0,0,1,0,1,0
IGKV6-13,0,0,0,0,0,1,0,0
IGKV6-14,0,0,0,0,0,0,0,0
IGKV6-15,0,0,0,0,0,0,0,0
IGKV6-17,0,0,0,0,0,1,0,2
IGKV6-20,0,1,0,0,0,0,0,1
IGKV6-23,0,0,0,0,2,0,0,1
IGKV6-25,0,0,0,0,0,0,0,0
IGKV6-29,0,0,0,0,0,1,0,0
IGKV6-32,0,0,0,1,1,0,0,1
IGKV7-33,0,0,0,0,0,0,0,0
IGKV8-16,0,0,0,0,0,0,0,0
IGKV8-18,0,0,0,0,0,0,0,0
IGKV8-19,0,0,0,0,0,0,0,0
IGKV8-21,0,0,0,0,1,0,0,0
IGKV8-22,0,0,0,0,0,0,0,0
IGKV8-24,0,0,0,0,0,7,1,0
IGKV8-26,0,0,0,0,0,0,0,0
IGKV8-27,0,0,0,0,1,0,0,0
IGKV8-28,0,0,0,0,0,0,0,0
IGKV8-30,0,0,0,0,0,0,1,1
IGKV8-31,0,0,0,0,0,0,0,0
IGKV8-34,0,0,0,0,0,0,0,0
IGKV9-119,0,0,0,0,0,0,0,0
IGKV9-120,0,0,0,0,0,1,0,0
IGKV9-123,0,0,0,0,0,0,0,0
IGKV9-124,0,0,0,0,0,0,0,1
IGKV9-128,0,0,0,0,0,0,0,0
IGKV9-129,0,0,0,0,0,0,0,0
IGLJ3P,0,0,0,0,0,0,0,0
IGLV1,0,0,0,0,0,3,0,1
IGLV2,0,0,0,0,0,0,0,0
IGLV3,0,0,0,0,2,1,2,2
IGTP,43,162,106,42,539,878,319,688
IIGP1,84,243,177,55,982,1625,489,1255
IL11RA1,436,1640,334,161,579,740,283,769
IL11RA2,0,7,0,2,0,4,0,1
IL1F5,0,0,0,0,0,0,0,0
IL1F6,0,0,0,0,0,0,0,0
IL1F8,0,0,0,0,0,0,0,0
IL1F9,5,23,6,3,16,17,5,12
IL4RA,201,604,151,83,320,508,141,434
IL6RA,151,358,80,35,414,442,171,420
ILTIFB,0,0,0,0,0,0,0,0
INADL,29,82,6,6,32,71,23,37
INS1,0,0,0,0,0,0,0,0
INS2,0,0,0,0,0,0,0,0
IQCA,0,0,0,0,0,0,0,1
IRGC1,0,0,0,0,0,0,0,0
IRGM1,88,283,94,27,576,834,221,729
IRGM2,87,241,144,28,709,1108,385,956
IRS3,45,145,35,14,709,815,445,1017
IRX3OS,2,4,1,1,7,9,4,12
ISOC2A,705,2221,454,237,1738,2230,921,2306
ISOC2B,71,133,30,8,183,259,80,218
ITGB2L,0,0,0,0,0,0,2,0
ITIH5L-PS,0,0,0,0,3,4,1,1
ITPA-PS1,0,0,0,3,3,0,0,0
ITPA-PS2,0,0,0,0,1,1,0,0
ITPA-PS3,0,0,0,0,0,0,0,0
JHY,0,0,0,0,0,0,0,1
K230010J24RIK,3,12,2,3,13,17,3,19
KANSL2-PS,0,0,0,0,0,11,0,0
KAP,0,0,0,0,0,0,0,0
KARS-PS1,0,0,0,0,0,0,0,0
KAT2B-PS,0,0,0,0,0,0,0,1
KAT6B-PS1,0,1,0,0,0,1,1,1
KAT6B-PS2,0,0,0,0,0,0,0,0
KCNE1L,1,0,0,0,1,1,2,1
KCTD12B,160,565,176,60,539,620,284,691
KDM4DL,0,1,0,1,0,0,0,2
KEG1,0,0,0,0,0,0,0,0
KHDC1A,0,0,1,0,0,3,2,1
KHDC1B,0,1,0,0,0,1,0,1
KHDC1C,0,0,0,0,1,1,0,0
KHDC3,6,5,5,0,6,14,6,9
KIF19A,7,16,5,4,18,23,17,22
KIF22-PS,0,0,0,0,0,0,0,0
KIF4,3,6,1,0,6,37,10,8
KIF4-PS,0,0,0,0,0,0,0,0
KIFC5B,3,4,5,1,6,33,11,16
KIFC5C-PS,0,0,0,0,0,0,0,0
KITL,1046,3163,850,387,1681,2058,718,2334
KLK1B1,0,0,0,0,0,0,0,0
KLK1B10-PS,0,0,0,0,0,0,0,0
KLK1B11,0,0,0,0,0,0,0,0
KLK1B12-PS,0,0,0,0,0,0,0,0
KLK1B14-PS,0,0,0,0,0,0,0,0
KLK1B15-PS,0,0,0,0,0,0,0,0
KLK1B16,0,0,0,0,0,0,0,0
KLK1B18-PS,0,0,0,0,0,0,0,0
KLK1B19-PS,0,0,0,0,0,0,0,0
KLK1B2-PS,0,0,0,0,0,0,0,0
KLK1B21,0,0,0,0,0,0,0,0
KLK1B22,0,0,0,0,0,0,0,0
KLK1B23-PS,0,0,0,0,0,0,0,0
KLK1B24,0,0,0,0,0,0,0,0
KLK1B26,0,0,0,0,0,0,0,0
KLK1B27,0,0,1,0,0,0,0,1
KLK1B28-PS,0,0,0,0,0,0,0,0
KLK1B3,0,0,0,0,0,0,0,0
KLK1B4,0,0,0,0,0,0,0,0
KLK1B5,0,0,0,0,0,0,0,0
KLK1B7-PS,0,0,0,0,0,0,0,0
KLK1B8,0,0,0,0,0,0,0,0
KLK1B9,0,0,0,0,0,0,0,0
KLK2-PS,0,0,0,0,0,0,0,0
KLRA1,0,5,2,0,8,10,2,7
KLRA10,0,2,0,0,1,4,0,3
KLRA11-PS,0,0,0,0,0,0,0,0
KLRA13-PS,4,13,4,1,10,18,19,13
KLRA14-PS,1,1,3,0,4,12,3,4
KLRA17,0,2,0,0,1,5,1,2
KLRA2,1,4,1,1,17,39,6,25
KLRA3,1,2,2,0,2,9,2,3
KLRA4,0,4,4,0,6,28,4,17
KLRA5,0,0,1,0,1,1,0,1
KLRA6,0,0,3,0,0,3,0,0
KLRA7,3,4,4,0,10,25,6,11
KLRA8,2,8,4,2,9,19,13,12
KLRA9,1,9,14,0,7,38,17,16
KLRB1-PS1,0,1,0,0,1,1,0,0
KLRB1A,1,1,2,0,9,6,0,5
KLRB1B,0,10,2,2,8,23,5,15
KLRB1C,8,12,8,3,16,38,13,9
KLRB1F,1,3,3,0,7,19,3,8
KLRE1,1,16,11,0,20,36,19,20
KLRI1,1,0,0,1,4,8,2,4
KLRI2,6,8,6,0,14,41,10,21
KNG2,2066,6940,1455,647,2942,3624,1295,3730
KPNA2-PS,14,36,7,4,38,19,2,5
KRT42,0,0,0,0,0,0,0,0
KRT8-PS,0,0,0,0,1,0,0,0
KRT87,0,0,0,0,0,1,0,0
KRT88,0,0,0,0,0,0,0,0
KRT90,0,0,0,0,0,0,0,0
KRTAP13,0,0,0,0,0,0,0,0
KRTAP14,0,0,0,0,0,0,0,0
KRTAP15,0,0,0,0,0,0,0,0
KRTAP16-3,0,0,0,0,0,0,0,0
KRTAP19-9A,0,0,0,0,0,0,0,0
KRTAP19-9B,0,0,0,0,0,0,0,0
KRTAP28-13,0,2,1,0,0,0,0,1
KRTAP31-1,0,0,0,0,0,0,0,0
KRTAP31-2,0,0,0,0,0,0,0,0
KRTAP4-13,0,0,0,0,0,0,0,0
KRTAP6-5,0,0,0,0,0,0,0,0
KRTAP9-5,0,0,0,0,0,0,0,0
LAMR1-PS1,0,0,0,0,0,0,0,0
LAO1,1,9,0,2,1,0,0,0
LARGE,137,486,112,37,331,516,174,428
LCE1A1,0,0,0,0,0,0,0,0
LCE1A2,0,0,0,0,0,0,0,0
LCE1G,0,0,0,0,0,0,0,0
LCE1H,0,0,0,0,0,0,0,0
LCE1I,0,0,0,0,0,0,0,0
LCE1J,0,0,0,0,0,0,0,0
LCE1K,0,0,0,0,0,0,0,0
LCE1L,0,0,0,0,0,0,0,0
LCE1M,0,0,0,0,0,0,0,0
LCE3F,0,0,0,0,0,0,0,0
LCN11,0,0,0,0,0,0,0,0
LCN3,0,0,0,0,0,0,0,0
LCN4,0,0,0,0,0,3,0,1
LCN5,0,0,0,0,0,0,0,0
LDHA-PS,0,1,1,0,1,1,0,0
LDHA-PS2,0,2,0,0,4,1,0,0
LGALS1-PS1,0,0,0,0,0,0,0,0
LGALS1-PS2,1,3,1,1,1,0,0,0
LILR4B,20,63,17,5,141,316,44,137
LILRB4A,23,69,18,2,113,279,28,114
LIPO1,0,1,0,0,0,0,0,0
LIPO2,14,36,13,3,16,30,6,19
LIPO3,199,628,143,63,316,406,145,425
LIPO4,0,0,0,0,0,0,0,0
LIPO5,0,0,0,0,0,0,0,0
LLPH-PS1,0,1,0,0,0,0,0,0
LLPH-PS2,21,119,18,15,86,113,40,88
LNP,54,234,49,30,199,282,122,259
LPCAT2B,0,2,0,0,2,1,1,2
LRRC16B,8,25,9,2,33,53,18,55
LRRC48,13,27,7,3,22,20,10,22
LRRC51,15,59,12,2,163,230,62,215
LTB4R1,4,9,1,0,7,16,5,2
LY6A,589,1986,497,220,1297,1572,475,1534
LY6C1,876,2907,582,320,1557,1880,662,2153
LY6C2,24,89,25,10,71,106,17,80
LY6F,0,0,0,0,0,0,0,0
LY6G,0,0,0,0,0,0,0,0
LY6I,0,5,1,0,0,5,0,1
LYZ1,46,52,17,2,88,135,30,49
LYZ2,634,2033,494,141,2030,5315,638,2053
LZTS3,26,90,29,6,125,195,61,152
M6PR-PS,0,1,0,0,0,0,0,0
MAGEA7-PS,0,0,0,0,0,0,0,0
MAGEA9-PS,0,0,0,0,0,0,0,0
MAGEB10-PS,0,0,0,0,0,0,0,0
MAGEB16-PS1,0,0,0,0,0,0,0,0
MAGEB16-PS2,0,0,0,0,0,0,0,0
MAGEB17-PS,0,0,0,0,0,0,0,0
MAGEB6-PS,0,0,0,0,0,0,0,0
MAGEB7-PS,0,0,0,0,0,0,0,0
MAGEB8-PS,0,0,0,0,0,0,0,0
MAN1A,197,719,172,87,463,662,190,516
MAPK1IP1,134,372,88,38,999,1463,653,1261
MARCKSL1-PS4,0,0,0,0,0,0,0,1
MARF1,485,1464,397,165,1806,2497,918,2308
MARK1-PS1,0,0,0,0,0,0,0,0
MARK1-PS2,0,0,0,0,0,0,0,0
MARK1-PS3,0,0,0,0,0,0,0,0
MARK4-PS,0,0,0,0,0,0,0,0
MATR3-PS2,0,0,0,0,0,0,0,0
MBL1,0,0,0,0,0,0,0,0
MCPT1,0,0,0,0,0,0,0,0
MCPT2,0,0,0,0,0,0,0,0
MCPT4,4,11,0,3,17,26,15,31
MCPT8,0,0,0,0,0,0,0,0
MCPT9,0,0,0,0,0,0,0,0
MCTS2,139,494,118,44,94,133,47,164
MDK-PS1,0,0,1,0,0,0,0,0
MDM4-PS,7,17,3,1,19,15,8,17
METHIG1,0,0,0,0,0,0,0,0
METTL2,84,289,55,30,288,372,151,349
METTL20,420,1262,267,123,440,608,267,668
METTL21E,0,5,0,0,2,1,0,1
METTL4-PS1,1,4,1,0,2,4,3,3
METTL7A1,613,1531,431,177,4466,6139,2705,6004
METTL7A2,0,1,0,0,2,0,0,1
METTL7A3,0,1,1,0,3,8,1,4
MFAP1A,385,1068,246,111,892,1296,453,1175
MFAP1B,276,1034,200,94,728,822,342,857
MFI2,0,0,0,0,0,0,0,0
MFSD4B1,214,831,137,71,110,213,78,133
MFSD4B2,1,1,0,0,1,1,0,3
MFSD4B3,122,588,100,55,47,59,19,47
MFSD4B4,91,270,61,23,193,256,89,244
MFSD4B5,7,21,7,4,12,10,7,10
MFSD7A,18,45,8,3,108,140,55,136
MFSD7B,183,624,124,73,802,1189,471,961
MFSD7C,2,11,2,1,5,14,7,8
MGAM2-PS,0,0,0,0,0,0,0,0
MGAT4E,0,0,0,0,0,1,0,0
MGL2,41,95,34,4,153,205,61,185
MIF-PS3,0,0,0,0,0,0,1,0
MILL1,0,1,0,0,1,0,0,1
MILL2,22,63,14,6,62,70,32,74
MINPP1-PS,0,0,0,0,0,0,0,1
MIPEP-PS,0,1,0,0,0,0,1,0
MKRN1-PS1,0,0,0,0,0,0,0,0
MLNR-PS,0,0,0,0,0,0,0,0
MMGT2,11,36,16,3,23,30,9,28
MMP1A,0,0,0,0,0,0,0,0
MMP1B,0,0,0,0,0,0,0,0
MMP23,22,55,21,4,56,75,19,70
MND1-PS,0,0,0,0,0,0,0,0
MNDAL,134,354,144,47,589,824,259,804
MORC2A,335,1142,300,104,612,826,325,816
MORC2B,0,0,0,0,0,0,0,0
MOSPD4,0,0,0,0,0,2,0,1
MOXD2,0,0,0,0,0,0,0,0
MPC1-PS,132,590,64,36,165,140,40,264
MPTX2,0,0,0,0,0,0,0,0
MRGPRA1,0,0,0,0,0,0,0,0
MRGPRA14,0,0,0,0,0,0,0,0
MRGPRA18-PS,0,0,0,0,0,0,0,0
MRGPRA2A,0,0,0,0,0,0,0,0
MRGPRA2B,0,0,0,0,1,0,0,1
MRGPRA3,0,0,0,0,0,0,0,0
MRGPRA4,0,0,0,0,0,0,0,0
MRGPRA6,0,0,0,0,0,0,0,0
MRGPRA9,0,1,0,0,0,0,0,0
MRGPRB1,0,4,3,0,7,13,5,7
MRGPRB11-PS,0,0,0,0,0,0,0,0
MRGPRB12-PS,0,0,0,0,0,0,0,0
MRGPRB13,0,0,0,0,0,0,0,0
MRGPRB2,1,0,0,1,0,2,1,3
MRGPRB3,0,0,0,0,0,0,0,0
MRGPRB4,0,0,0,0,0,0,0,0
MRGPRB5,0,0,0,0,0,0,0,0
MRGPRB7-PS,0,0,0,0,0,0,0,0
MRGPRB8,0,0,0,0,0,0,0,0
MRGPRB9-PS,0,0,0,0,0,1,0,0
MRGPRC1-PS,0,0,0,0,0,0,0,0
MRGPRC2-PS,21,71,17,10,70,79,36,78
MRGPRC3-PS,0,0,0,0,0,0,0,0
MRGPRC4-PS,0,0,0,0,0,0,0,0
MRGPRC7-PS,0,0,0,0,0,0,0,0
MRGPRH,0,5,3,2,9,23,10,25
MRGPRX3-PS,0,0,0,0,0,0,0,0
MRIP-PS,176,584,135,60,199,284,113,246
MROH3,0,0,0,0,0,0,0,0
MROH4,0,0,0,0,0,0,0,0
MRPL23-PS1,172,618,115,64,404,535,185,564
MRPL48-PS,0,1,0,0,0,0,0,0
MRPS36-PS1,0,4,0,0,2,0,2,0
MRPS36-PS2,0,2,0,0,0,2,0,2
MRPS36-PS3,0,1,0,0,0,0,0,0
MRTO4-PS2,0,0,0,0,0,0,0,0
MS4A4B,11,32,30,1,57,157,31,64
MS4A4C,3,7,6,0,14,66,6,24
MS4A4D,35,98,32,13,103,120,52,108
MS4A6B,47,134,37,14,82,227,39,101
MS4A6C,40,120,34,10,87,294,32,104
MS4A6D,38,105,24,12,41,108,17,47
MS4A8A,4,11,1,0,3,10,0,6
MSL3L2,2,27,6,5,19,29,14,20
MSX3,1,0,0,0,1,0,0,0
MT1,1934,8812,1155,735,1479,1982,635,1728
MT2,633,2704,300,259,271,487,90,349
MTAP7D3,18,165,32,5,66,65,38,103
MTERF1A,24,80,25,12,59,58,29,79
MTERF1B,8,21,7,3,18,45,9,37
MTHFR-PS1,0,0,0,0,0,0,0,0
MTHFSL,78,190,64,14,152,182,80,179
MTL5,0,5,0,0,3,1,2,2
MUC3,0,0,0,0,0,0,0,0
MUCL2,0,14,1,0,1,3,0,1
MUG-PS1,0,0,0,0,0,0,0,0
MUG1,0,0,0,0,0,0,0,0
MUG2,0,0,0,0,0,0,0,0
MUG4-PS,0,0,0,0,0,0,0,0
MUP-PS1,0,0,0,0,0,0,0,0
MUP-PS10,0,0,0,0,0,0,0,0
MUP-PS11,0,0,0,0,0,0,0,0
MUP-PS12,0,0,0,0,0,0,0,0
MUP-PS13,0,0,0,0,0,0,0,0
MUP-PS14,0,0,0,0,0,0,0,0
MUP-PS15,0,0,0,0,0,0,0,0
MUP-PS16,0,0,0,0,0,1,0,0
MUP-PS17,0,0,0,0,0,0,0,0
MUP-PS18,0,1,0,0,0,0,0,0
MUP-PS19,0,0,0,0,0,0,0,0
MUP-PS2,0,0,0,0,0,0,0,0
MUP-PS20,0,0,0,0,0,0,0,0
MUP-PS21,0,0,0,0,0,0,0,0
MUP-PS22,0,0,0,0,0,0,0,0
MUP-PS23,0,0,0,0,0,0,0,0
MUP-PS24,0,0,0,0,3,6,4,2
MUP-PS26,0,0,0,0,0,0,0,0
MUP-PS28,0,0,0,0,0,0,0,0
MUP-PS29,0,0,0,0,0,0,0,0
MUP-PS3,0,0,0,0,0,0,0,0
MUP-PS4,0,0,0,0,0,0,0,0
MUP-PS5,0,0,0,0,0,0,0,0
MUP-PS6,0,0,0,0,0,0,0,0
MUP-PS7,0,0,0,0,0,0,0,0
MUP-PS8,0,0,0,0,0,0,0,0
MUP-PS9,0,0,0,0,0,0,0,0
MUP1,0,1,0,0,0,0,0,0
MUP10,108,753,279,29,75,64,34,14
MUP11,18,155,42,3,0,3,22,0
MUP12,0,0,0,0,0,0,0,0
MUP13,0,0,0,0,0,3,0,0
MUP14,2,9,6,1,3,0,0,0
MUP15,0,0,0,0,0,0,0,0
MUP16,3,21,0,0,2,0,0,0
MUP17,0,0,4,0,0,0,0,0
MUP18,23,96,67,5,35,30,0,10
MUP19,2,2,0,0,0,0,0,0
MUP2,0,3,3,2,0,0,0,0
MUP20,0,0,0,0,0,0,0,0
MUP21,0,1,0,0,1,2,0,0
MUP3,0,4,0,1,0,1,0,1
MUP4,0,0,0,0,0,0,0,0
MUP5,0,0,1,0,0,0,0,0
MUP6,0,0,0,0,0,1,0,0
MUP7,1,0,0,0,0,0,0,0
MUP8,0,0,0,0,0,0,0,0
MUP9,0,9,0,6,0,1,3,0
MYCS,0,0,0,0,0,0,0,0
MYEOV2,409,1572,317,129,508,700,269,703
MYG1,151,617,111,57,268,306,138,308
MYO15,3,20,2,2,16,10,3,15
MZT2,59,200,36,8,152,237,95,193
NAIP1,2,0,0,0,0,1,0,0
NAIP2,20,79,21,6,46,112,29,70
NAIP3,0,3,1,0,1,3,3,4
NAIP5,10,44,7,4,42,80,18,48
NAIP6,8,26,9,1,27,51,11,27
NANOG-PS1,0,0,0,0,0,0,0,0
NANOG-PS2,0,0,0,0,0,0,0,0
NASP-PS1,0,0,0,0,0,0,0,0
NAT3,0,0,0,0,0,0,0,0
NAT8B-PS,0,0,0,0,0,0,0,0
NAT8F1,18,58,15,5,43,54,26,48
NAT8F2,0,2,0,0,3,0,0,1
NAT8F3,0,9,0,0,4,9,0,3
NAT8F4,29,118,20,15,17,29,16,36
NAT8F5,0,0,0,0,0,0,0,0
NAT8F6,2,1,0,0,2,0,0,0
NAT8F7,0,0,0,0,0,1,2,1
NCR3-PS,0,2,0,0,1,1,1,1
NDNL2,75,274,71,28,171,203,85,251
NEPN,39,144,29,16,165,240,86,242
NEURL1A,22,45,3,6,62,128,45,102
NGFRAP1,20,49,16,3,34,49,11,33
NGP,0,1,0,0,0,2,0,0
NHP2L1,461,1714,350,165,897,1180,416,1286
NKX2-9,1,1,0,0,0,4,0,5
NLK-PS1,0,0,0,0,0,0,0,0
NLRP1A,2,4,2,0,3,13,0,4
NLRP1B,3,10,4,0,27,57,4,18
NLRP1C-PS,2,4,2,0,21,18,3,8
NLRP4A,1,0,0,0,0,0,0,0
NLRP4B,0,0,0,0,0,0,0,0
NLRP4C,0,0,0,0,0,1,0,0
NLRP4D,0,0,0,0,0,0,0,0
NLRP4E,0,0,0,0,0,0,0,0
NLRP4F,0,1,0,0,0,0,0,0
NLRP4G,0,0,0,0,0,0,0,0
NLRP5-PS,2,7,1,1,5,10,3,11
NLRP9A,0,3,0,0,0,0,0,1
NLRP9B,1,1,0,0,3,4,6,1
NLRP9C,4,7,0,3,2,9,0,6
NPCD,0,0,1,0,0,0,0,0
NPM3-PS1,0,0,0,0,0,0,0,1
NR1H2-PS,0,0,0,0,0,0,0,0
NR1H5,0,4,0,0,2,3,0,1
NRADD,75,302,62,24,35,33,17,53
NRAS-PS2,0,0,0,0,0,0,0,0
NRD1,1197,4174,931,416,2963,4292,1515,4093
NSA2-PS2,0,0,0,0,0,0,0,0
NSG2,0,2,2,0,1,6,1,8
NT5C3,149,497,118,41,301,400,163,410
NTF5,0,2,1,1,1,3,0,2
NUPL1,220,800,178,76,380,490,196,448
NUPR1L,6,28,8,1,56,104,40,81
NUTF2-PS1,420,1547,334,144,408,490,176,541
NUTF2-PS2,0,0,0,0,0,0,0,0
NUTM2,0,0,0,0,0,0,0,0
NXF7,0,0,0,0,2,1,2,1
NXPE1-PS,1,1,0,0,4,8,1,2
NXPE5,8,17,12,1,19,28,11,19
OACYL,1,1,0,0,4,5,1,2
OAS1A,18,39,8,4,71,85,21,98
OAS1B,28,59,20,5,85,122,34,89
OAS1C,5,26,2,2,23,25,11,29
OAS1D,0,0,0,0,0,1,0,0
OAS1E,0,0,0,0,0,0,0,0
OAS1F,0,0,0,0,0,0,0,0
OAS1G,4,7,2,0,27,23,3,20
OAS1H,0,1,0,0,0,0,0,1
OASL1,12,48,12,1,71,60,20,82
OASL2,38,140,48,10,297,441,115,395
OAT-RS1,0,0,0,0,0,0,0,0
OAZ1-PS,0,0,0,0,0,3,0,3
OAZ2-PS,0,0,0,0,0,1,0,0
OBOX1,1,0,0,0,2,1,2,0
OBOX2,0,0,0,0,0,0,0,0
OBOX3,0,1,0,0,1,1,1,4
OBOX3-PS1,0,0,0,0,0,0,0,0
OBOX3-PS2,0,0,0,0,0,0,0,0
OBOX3-PS3,0,0,0,0,0,0,0,0
OBOX3-PS4,0,0,0,0,0,0,0,0
OBOX3-PS5,0,0,0,0,0,0,0,0
OBOX3-PS6,0,0,0,0,0,0,0,0
OBOX3-PS7,0,0,0,0,0,0,0,0
OBOX3-PS8,0,0,0,0,0,0,0,0
OBOX4-PS1,0,0,0,0,0,0,0,0
OBOX4-PS10,0,0,0,0,0,0,0,1
OBOX4-PS11,0,0,0,0,0,0,0,0
OBOX4-PS12,0,0,0,0,0,0,0,0
OBOX4-PS13,0,0,0,0,0,0,0,0
OBOX4-PS14,0,0,0,0,0,0,0,0
OBOX4-PS15,0,0,0,0,0,0,0,0
OBOX4-PS16,0,0,0,0,0,0,0,0
OBOX4-PS17,0,0,0,0,0,0,0,0
OBOX4-PS18,0,0,0,0,0,0,0,0
OBOX4-PS19,0,0,0,0,0,0,0,0
OBOX4-PS2,0,0,0,0,0,0,0,0
OBOX4-PS20,0,0,0,0,0,0,0,0
OBOX4-PS21,0,0,0,0,0,0,0,0
OBOX4-PS22,0,0,0,0,0,0,0,0
OBOX4-PS23,0,0,0,0,0,0,0,0
OBOX4-PS24,0,0,0,0,0,3,0,0
OBOX4-PS25,0,0,0,0,0,0,0,0
OBOX4-PS26,0,0,0,0,0,0,0,0
OBOX4-PS27,0,0,0,0,0,0,0,0
OBOX4-PS28,0,0,0,0,0,0,0,0
OBOX4-PS29,0,0,0,0,0,0,0,0
OBOX4-PS3,0,0,0,0,0,0,0,0
OBOX4-PS30,0,0,0,0,0,0,0,0
OBOX4-PS31,0,0,0,0,0,0,0,0
OBOX4-PS32,1,0,0,0,0,0,0,0
OBOX4-PS33,0,0,0,0,0,0,0,0
OBOX4-PS34,0,0,0,0,0,0,1,0
OBOX4-PS36,0,0,0,0,0,0,0,0
OBOX4-PS37,0,0,0,0,0,0,0,0
OBOX4-PS38,0,0,0,0,0,0,0,0
OBOX4-PS39,0,0,0,0,0,0,0,0
OBOX4-PS4,0,0,0,0,0,0,0,0
OBOX4-PS5,0,0,0,0,0,0,0,0
OBOX4-PS6,0,0,0,0,0,0,0,0
OBOX4-PS7,0,0,0,0,0,0,0,0
OBOX4-PS8,0,0,0,0,0,0,0,0
OBOX4-PS9,0,0,0,0,0,0,0,0
OBOX5,0,0,0,0,0,0,0,0
OBOX6,0,0,0,0,0,0,0,0
OBOX6-PS1,0,0,0,0,0,0,0,0
OBOX7,0,0,0,0,0,0,0,0
OBOX8,1,2,1,0,1,1,1,3
OBP1A,0,0,0,0,0,0,0,0
OBP1B,0,0,0,0,0,0,0,0
OIT1,0,0,0,0,0,2,0,0
OLFM5,0,0,0,0,0,0,0,0
OLFR1,0,0,0,0,0,0,0,0
OLFR10,0,0,0,0,0,0,0,0
OLFR1000,0,0,0,0,0,0,0,0
OLFR1001-PS1,0,0,0,0,0,0,0,0
OLFR1002,0,0,0,0,0,0,0,0
OLFR1003-PS1,0,0,0,0,0,0,0,0
OLFR1004-PS1,0,0,0,0,0,0,0,0
OLFR1006,0,0,0,0,0,0,0,0
OLFR1008,0,0,0,0,0,0,0,0
OLFR1009,0,0,0,0,0,0,0,0
OLFR101,0,1,0,0,0,0,0,0
OLFR1010,0,0,0,0,0,0,0,0
OLFR1012,0,0,0,0,0,0,0,0
OLFR1013,0,0,0,0,0,0,0,0
OLFR1014,0,0,0,0,0,0,0,0
OLFR1015,0,0,0,0,0,0,0,0
OLFR1016,0,0,0,0,0,0,0,0
OLFR1017-PS1,0,0,0,0,0,0,0,0
OLFR1018,0,0,0,0,0,0,0,0
OLFR1019,0,0,0,0,0,0,0,0
OLFR102,0,0,0,0,0,0,0,1
OLFR1020,0,0,0,0,0,0,0,0
OLFR1021-PS1,0,0,0,0,0,0,0,0
OLFR1022,0,0,0,0,0,0,0,0
OLFR1023,0,0,0,0,0,0,0,0
OLFR1024,0,0,0,0,0,0,0,0
OLFR1025-PS1,0,0,0,0,0,0,0,0
OLFR1026,0,0,0,0,0,0,0,0
OLFR1027-PS1,6,6,1,2,10,22,2,14
OLFR1028,0,0,0,0,0,0,0,0
OLFR1029,0,0,0,0,0,0,0,0
OLFR103,0,0,0,0,0,0,0,0
OLFR1030,0,0,0,0,0,0,0,0
OLFR1031,0,0,0,0,0,0,0,0
OLFR1032,0,0,0,0,0,0,0,0
OLFR1033,1,1,0,0,8,7,3,5
OLFR1034,0,2,0,0,0,1,2,2
OLFR1035-PS1,0,0,0,0,0,0,0,0
OLFR1036,0,0,0,0,0,0,0,0
OLFR1037,0,0,0,0,0,0,0,0
OLFR1038-PS,0,0,0,0,0,0,0,0
OLFR1039,0,0,0,0,0,0,0,0
OLFR104-PS,0,0,0,0,0,0,0,0
OLFR1040,0,0,0,0,0,0,0,0
OLFR1042,0,0,0,0,0,0,0,0
OLFR1043,0,0,0,0,0,0,0,0
OLFR1044,0,0,0,0,0,0,0,0
OLFR1045,0,0,0,0,0,0,0,0
OLFR1046,0,0,0,0,0,0,0,0
OLFR1047,0,0,0,0,0,0,0,0
OLFR1048,0,0,0,0,0,0,0,0
OLFR1049,0,0,0,0,0,0,0,0
OLFR105-PS,0,0,0,0,0,0,0,0
OLFR1050-PS1,0,0,0,0,0,0,0,0
OLFR1051,0,0,0,0,0,0,0,0
OLFR1052,0,0,0,0,0,0,0,0
OLFR1053,0,0,0,0,0,0,0,0
OLFR1054,0,0,0,0,0,0,0,0
OLFR1055,0,0,0,0,0,0,0,2
OLFR1056,0,0,0,0,0,0,0,0
